row_id,experiment,section,primitive_kind,primitive_name,logical_operation,shape,chunk_shape,elements_per_invocation,invocations,latency_per_invocation,compute_latency,memory_latency,estimated_latency,fallback_from,notes
24,scalar_vector_only,fd.potential.radius.newton_2,vector,4x_fp32_vector_multiply,multiply,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
25,scalar_vector_only,fd.potential.radius.newton_2,vector,4x_fp32_vector_add,add,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
26,scalar_vector_only,fd.potential.radius.newton_2,vector,4x_fp32_vector_sub,sub,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
27,scalar_vector_only,fd.potential.radius.newton_2,vector,4x_fp32_vector_div,div,"(200,)","(4,)",4,50,8.0,400.0,75.0,400.0,,elementwise
28,scalar_vector_only,fd.potential.radius.newton_2,vector,4x_fp32_vector_sub,sub,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
29,scalar_vector_only,fd.potential.radius.newton_2,vector,4x_fp32_vector_multiply,multiply,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
30,scalar_vector_only,fd.potential.radius.newton_2,vector,4x_fp32_vector_sub,sub,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
31,scalar_vector_only,fd.potential.radius.newton_3,vector,4x_fp32_vector_div,div,"(200,)","(4,)",4,50,8.0,400.0,75.0,400.0,,elementwise
32,scalar_vector_only,fd.potential.radius.newton_3,vector,4x_fp32_vector_sub,sub,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
33,scalar_vector_only,fd.potential.radius.newton_3,vector,4x_fp32_vector_log,log,"(200,)","(4,)",4,50,1.0,50.0,50.0,50.0,,unary
34,scalar_vector_only,fd.potential.radius.newton_3,vector,4x_fp32_vector_multiply,multiply,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
35,scalar_vector_only,fd.potential.radius.newton_3,vector,4x_fp32_vector_add,add,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
36,scalar_vector_only,fd.potential.radius.newton_3,vector,4x_fp32_vector_sub,sub,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
37,scalar_vector_only,fd.potential.radius.newton_3,vector,4x_fp32_vector_div,div,"(200,)","(4,)",4,50,8.0,400.0,75.0,400.0,,elementwise
38,scalar_vector_only,fd.potential.radius.newton_3,vector,4x_fp32_vector_sub,sub,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
39,scalar_vector_only,fd.potential.radius.newton_3,vector,4x_fp32_vector_multiply,multiply,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
40,scalar_vector_only,fd.potential.radius.newton_3,vector,4x_fp32_vector_sub,sub,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
41,scalar_vector_only,fd.potential.radius.newton_4,vector,4x_fp32_vector_div,div,"(200,)","(4,)",4,50,8.0,400.0,75.0,400.0,,elementwise
42,scalar_vector_only,fd.potential.radius.newton_4,vector,4x_fp32_vector_sub,sub,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
43,scalar_vector_only,fd.potential.radius.newton_4,vector,4x_fp32_vector_log,log,"(200,)","(4,)",4,50,1.0,50.0,50.0,50.0,,unary
44,scalar_vector_only,fd.potential.radius.newton_4,vector,4x_fp32_vector_multiply,multiply,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
45,scalar_vector_only,fd.potential.radius.newton_4,vector,4x_fp32_vector_add,add,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
46,scalar_vector_only,fd.potential.radius.newton_4,vector,4x_fp32_vector_sub,sub,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
47,scalar_vector_only,fd.potential.radius.newton_4,vector,4x_fp32_vector_div,div,"(200,)","(4,)",4,50,8.0,400.0,75.0,400.0,,elementwise
48,scalar_vector_only,fd.potential.radius.newton_4,vector,4x_fp32_vector_sub,sub,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
49,scalar_vector_only,fd.potential.radius.newton_4,vector,4x_fp32_vector_multiply,multiply,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
50,scalar_vector_only,fd.potential.radius.newton_4,vector,4x_fp32_vector_sub,sub,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
51,scalar_vector_only,fd.potential.radius.newton_5,vector,4x_fp32_vector_div,div,"(200,)","(4,)",4,50,8.0,400.0,75.0,400.0,,elementwise
52,scalar_vector_only,fd.potential.radius.newton_5,vector,4x_fp32_vector_sub,sub,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
53,scalar_vector_only,fd.potential.radius.newton_5,vector,4x_fp32_vector_log,log,"(200,)","(4,)",4,50,1.0,50.0,50.0,50.0,,unary
54,scalar_vector_only,fd.potential.radius.newton_5,vector,4x_fp32_vector_multiply,multiply,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
55,scalar_vector_only,fd.potential.radius.newton_5,vector,4x_fp32_vector_add,add,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
56,scalar_vector_only,fd.potential.radius.newton_5,vector,4x_fp32_vector_sub,sub,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
57,scalar_vector_only,fd.potential.radius.newton_5,vector,4x_fp32_vector_div,div,"(200,)","(4,)",4,50,8.0,400.0,75.0,400.0,,elementwise
58,scalar_vector_only,fd.potential.radius.newton_5,vector,4x_fp32_vector_sub,sub,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
59,scalar_vector_only,fd.potential.radius.newton_5,vector,4x_fp32_vector_multiply,multiply,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
60,scalar_vector_only,fd.potential.radius.newton_5,vector,4x_fp32_vector_sub,sub,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
61,scalar_vector_only,fd.potential,vector,4x_fp32_vector_div,div,"(200,)","(4,)",4,50,8.0,400.0,75.0,400.0,,elementwise
62,scalar_vector_only,fd.potential,vector,4x_fp32_vector_multiply,multiply,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
63,scalar_vector_only,fd.potential,vector,4x_fp32_vector_sub,sub,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
64,scalar_vector_only,fd.potential,vector,4x_fp32_vector_multiply,multiply,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
65,scalar_vector_only,fd.potential,vector,4x_fp32_vector_multiply,multiply,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
66,scalar_vector_only,fd.potential,vector,4x_fp32_vector_multiply,multiply,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
67,scalar_vector_only,fd.potential,vector,4x_fp32_vector_add,add,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
68,scalar_vector_only,fd.potential,vector,4x_fp32_vector_multiply,multiply,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
69,scalar_vector_only,fd.initial_condition,vector,4x_fp32_vector_sub,sub,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
70,scalar_vector_only,fd.initial_condition,vector,4x_fp32_vector_multiply,multiply,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
71,scalar_vector_only,fd.initial_condition,vector,4x_fp32_vector_multiply,multiply,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
72,scalar_vector_only,fd.initial_condition,vector,4x_fp32_vector_exp,exp,"(200,)","(4,)",4,50,1.0,50.0,50.0,50.0,,unary
73,scalar_vector_only,fd.first_step,vector,4x_fp32_vector_multiply,multiply,"(198,)","(4,)",4,49,1.0,49.0,73.5,73.5,,elementwise
74,scalar_vector_only,fd.first_step,vector,4x_fp32_vector_multiply,multiply,"(198,)","(2,)",2,1,1.0,1.0,1.5,1.5,,elementwise; tail loop
75,scalar_vector_only,fd.first_step,vector,4x_fp32_vector_sub,sub,"(198,)","(4,)",4,49,1.0,49.0,73.5,73.5,,elementwise
76,scalar_vector_only,fd.first_step,vector,4x_fp32_vector_sub,sub,"(198,)","(2,)",2,1,1.0,1.0,1.5,1.5,,elementwise; tail loop
77,scalar_vector_only,fd.first_step,vector,4x_fp32_vector_add,add,"(198,)","(4,)",4,49,1.0,49.0,73.5,73.5,,elementwise
78,scalar_vector_only,fd.first_step,vector,4x_fp32_vector_add,add,"(198,)","(2,)",2,1,1.0,1.0,1.5,1.5,,elementwise; tail loop
79,scalar_vector_only,fd.first_step,vector,4x_fp32_vector_multiply,multiply,"(198,)","(4,)",4,49,1.0,49.0,73.5,73.5,,elementwise
80,scalar_vector_only,fd.first_step,vector,4x_fp32_vector_multiply,multiply,"(198,)","(2,)",2,1,1.0,1.0,1.5,1.5,,elementwise; tail loop
81,scalar_vector_only,fd.first_step,vector,4x_fp32_vector_multiply,multiply,"(198,)","(4,)",4,49,1.0,49.0,73.5,73.5,,elementwise
82,scalar_vector_only,fd.first_step,vector,4x_fp32_vector_multiply,multiply,"(198,)","(2,)",2,1,1.0,1.0,1.5,1.5,,elementwise; tail loop
83,scalar_vector_only,fd.first_step,vector,4x_fp32_vector_multiply,multiply,"(198,)","(4,)",4,49,1.0,49.0,73.5,73.5,,elementwise
84,scalar_vector_only,fd.first_step,vector,4x_fp32_vector_multiply,multiply,"(198,)","(2,)",2,1,1.0,1.0,1.5,1.5,,elementwise; tail loop
85,scalar_vector_only,fd.first_step,vector,4x_fp32_vector_add,add,"(198,)","(4,)",4,49,1.0,49.0,73.5,73.5,,elementwise
86,scalar_vector_only,fd.first_step,vector,4x_fp32_vector_add,add,"(198,)","(2,)",2,1,1.0,1.0,1.5,1.5,,elementwise; tail loop
87,scalar_vector_only,fd.first_step,vector,4x_fp32_vector_sub,sub,"(198,)","(4,)",4,49,1.0,49.0,73.5,73.5,,elementwise
88,scalar_vector_only,fd.first_step,vector,4x_fp32_vector_sub,sub,"(198,)","(2,)",2,1,1.0,1.0,1.5,1.5,,elementwise; tail loop
89,scalar_vector_only,fd.recurrent_update,vector,4x_fp32_vector_multiply,multiply,"(198,)","(4,)",4,19502,1.0,19502.0,29253.0,29253.0,,elementwise
90,scalar_vector_only,fd.recurrent_update,vector,4x_fp32_vector_multiply,multiply,"(198,)","(2,)",2,398,1.0,398.0,597.0,597.0,,elementwise; tail loop
91,scalar_vector_only,fd.recurrent_update,vector,4x_fp32_vector_sub,sub,"(198,)","(4,)",4,19502,1.0,19502.0,29253.0,29253.0,,elementwise
92,scalar_vector_only,fd.recurrent_update,vector,4x_fp32_vector_sub,sub,"(198,)","(2,)",2,398,1.0,398.0,597.0,597.0,,elementwise; tail loop
93,scalar_vector_only,fd.recurrent_update,vector,4x_fp32_vector_add,add,"(198,)","(4,)",4,19502,1.0,19502.0,29253.0,29253.0,,elementwise
94,scalar_vector_only,fd.recurrent_update,vector,4x_fp32_vector_add,add,"(198,)","(2,)",2,398,1.0,398.0,597.0,597.0,,elementwise; tail loop
95,scalar_vector_only,fd.recurrent_update,vector,4x_fp32_vector_multiply,multiply,"(198,)","(4,)",4,19502,1.0,19502.0,29253.0,29253.0,,elementwise
96,scalar_vector_only,fd.recurrent_update,vector,4x_fp32_vector_multiply,multiply,"(198,)","(2,)",2,398,1.0,398.0,597.0,597.0,,elementwise; tail loop
97,scalar_vector_only,fd.recurrent_update,vector,4x_fp32_vector_multiply,multiply,"(198,)","(4,)",4,19502,1.0,19502.0,29253.0,29253.0,,elementwise
98,scalar_vector_only,fd.recurrent_update,vector,4x_fp32_vector_multiply,multiply,"(198,)","(2,)",2,398,1.0,398.0,597.0,597.0,,elementwise; tail loop
99,scalar_vector_only,fd.recurrent_update,vector,4x_fp32_vector_sub,sub,"(198,)","(4,)",4,19502,1.0,19502.0,29253.0,29253.0,,elementwise
100,scalar_vector_only,fd.recurrent_update,vector,4x_fp32_vector_sub,sub,"(198,)","(2,)",2,398,1.0,398.0,597.0,597.0,,elementwise; tail loop
101,scalar_vector_only,fd.recurrent_update,vector,4x_fp32_vector_multiply,multiply,"(198,)","(4,)",4,19502,1.0,19502.0,29253.0,29253.0,,elementwise
102,scalar_vector_only,fd.recurrent_update,vector,4x_fp32_vector_multiply,multiply,"(198,)","(2,)",2,398,1.0,398.0,597.0,597.0,,elementwise; tail loop
103,scalar_vector_only,fd.recurrent_update,vector,4x_fp32_vector_sub,sub,"(198,)","(4,)",4,19502,1.0,19502.0,29253.0,29253.0,,elementwise
104,scalar_vector_only,fd.recurrent_update,vector,4x_fp32_vector_sub,sub,"(198,)","(2,)",2,398,1.0,398.0,597.0,597.0,,elementwise; tail loop
105,scalar_vector_only,fd.recurrent_update,vector,4x_fp32_vector_add,add,"(198,)","(4,)",4,19502,1.0,19502.0,29253.0,29253.0,,elementwise
106,scalar_vector_only,fd.recurrent_update,vector,4x_fp32_vector_add,add,"(198,)","(2,)",2,398,1.0,398.0,597.0,597.0,,elementwise; tail loop
107,scalar_vector_only,post.observer_index,vector,4x_fp32_vector_sub,sub,"(200,)","(4,)",4,50,1.0,50.0,75.0,75.0,,elementwise
108,scalar_vector_only,post.observer_index,vector,4x_fp32_vector_abs,abs,"(200,)","(4,)",4,50,1.0,50.0,50.0,50.0,,unary
109,scalar_vector_only,post.observer_index,vector,4x_fp32_vector_reduce_sum,reduce_sum,"(200,)","(4,)",4,50,1.0,50.0,50.0,50.0,,reduction
110,scalar_vector_only,post.observer_index,scalar,fp32_scalar_add,add,"(1,)","(1,)",1,49,1.0,49.0,19.0,49.0,vector_reduce_finalize,combine vector partial sums
111,scalar_vector_only,pinn.forward_surrogate.normalize,vector,4x_fp32_vector_div,div,"(3000, 1)","(4,)",4,7500000,8.0,60000000.0,11250000.0,60000000.0,,elementwise
112,scalar_vector_only,pinn.forward_surrogate.normalize,vector,4x_fp32_vector_sub,sub,"(3000, 1)","(4,)",4,7500000,1.0,7500000.0,11250000.0,11250000.0,,elementwise
113,scalar_vector_only,pinn.forward_surrogate.normalize,vector,4x_fp32_vector_div,div,"(3000, 1)","(4,)",4,7500000,8.0,60000000.0,11250000.0,60000000.0,,elementwise
114,scalar_vector_only,pinn.forward_surrogate.embedding,vector,4x_fp32_vector_multiply,multiply,"(96000, 2)","(4,)",4,480000000,1.0,480000000.0,720000000.0,720000000.0,,elementwise
115,scalar_vector_only,pinn.forward_surrogate.embedding,vector,4x_fp32_vector_reduce_sum,reduce_sum,"(2,)","(2,)",2,960000000,1.0,960000000.0,960000000.0,960000000.0,,reduction; tail loop
116,scalar_vector_only,pinn.forward_surrogate.embedding,vector,4x_fp32_vector_multiply,multiply,"(3000, 32)","(4,)",4,240000000,1.0,240000000.0,360000000.0,360000000.0,,elementwise
117,scalar_vector_only,pinn.forward_surrogate.embedding,vector,4x_fp32_vector_sin,sin,"(3000, 32)","(4,)",4,240000000,1.0,240000000.0,240000000.0,240000000.0,,unary
118,scalar_vector_only,pinn.forward_surrogate.embedding,vector,4x_fp32_vector_cos,cos,"(3000, 32)","(4,)",4,240000000,1.0,240000000.0,240000000.0,240000000.0,,unary
119,scalar_vector_only,pinn.forward_surrogate.dense1,vector,4x_fp32_vector_multiply,multiply,"(384000, 64)","(4,)",4,61440000000,1.0,61440000000.0,92160000000.0,92160000000.0,,elementwise
120,scalar_vector_only,pinn.forward_surrogate.dense1,vector,4x_fp32_vector_reduce_sum,reduce_sum,"(64,)","(4,)",4,61440000000,1.0,61440000000.0,61440000000.0,61440000000.0,,reduction
121,scalar_vector_only,pinn.forward_surrogate.dense1,scalar,fp32_scalar_add,add,"(1,)","(1,)",1,57600000000,1.0,57600000000.0,21600000000.0,57600000000.0,vector_reduce_finalize,combine vector partial sums
122,scalar_vector_only,pinn.forward_surrogate.dense1,vector,4x_fp32_vector_tanh,tanh,"(3000, 128)","(4,)",4,960000000,1.0,960000000.0,960000000.0,960000000.0,,unary
123,scalar_vector_only,pinn.forward_surrogate.dense_hidden_2,vector,4x_fp32_vector_multiply,multiply,"(384000, 128)","(4,)",4,122880000000,1.0,122880000000.0,184320000000.0,184320000000.0,,elementwise
124,scalar_vector_only,pinn.forward_surrogate.dense_hidden_2,vector,4x_fp32_vector_reduce_sum,reduce_sum,"(128,)","(4,)",4,122880000000,1.0,122880000000.0,122880000000.0,122880000000.0,,reduction
125,scalar_vector_only,pinn.forward_surrogate.dense_hidden_2,scalar,fp32_scalar_add,add,"(1,)","(1,)",1,119040000000,1.0,119040000000.0,44640000000.0,119040000000.0,vector_reduce_finalize,combine vector partial sums
126,scalar_vector_only,pinn.forward_surrogate.dense_hidden_2,vector,4x_fp32_vector_tanh,tanh,"(3000, 128)","(4,)",4,960000000,1.0,960000000.0,960000000.0,960000000.0,,unary
127,scalar_vector_only,pinn.forward_surrogate.dense_out,vector,4x_fp32_vector_multiply,multiply,"(3000, 128)","(4,)",4,960000000,1.0,960000000.0,1440000000.0,1440000000.0,,elementwise
128,scalar_vector_only,pinn.forward_surrogate.dense_out,vector,4x_fp32_vector_reduce_sum,reduce_sum,"(128,)","(4,)",4,960000000,1.0,960000000.0,960000000.0,960000000.0,,reduction
129,scalar_vector_only,pinn.forward_surrogate.dense_out,scalar,fp32_scalar_add,add,"(1,)","(1,)",1,930000000,1.0,930000000.0,348750000.0,930000000.0,vector_reduce_finalize,combine vector partial sums
130,scalar_vector_only,pinn.forward_surrogate.hard_ansatz,vector,4x_fp32_vector_sub,sub,"(3000, 1)","(4,)",4,7500000,1.0,7500000.0,11250000.0,11250000.0,,elementwise
131,scalar_vector_only,pinn.forward_surrogate.hard_ansatz,vector,4x_fp32_vector_multiply,multiply,"(3000, 1)","(4,)",4,7500000,1.0,7500000.0,11250000.0,11250000.0,,elementwise
132,scalar_vector_only,pinn.forward_surrogate.hard_ansatz,vector,4x_fp32_vector_multiply,multiply,"(3000, 1)","(4,)",4,7500000,1.0,7500000.0,11250000.0,11250000.0,,elementwise
133,scalar_vector_only,pinn.forward_surrogate.hard_ansatz,vector,4x_fp32_vector_exp,exp,"(3000, 1)","(4,)",4,7500000,1.0,7500000.0,7500000.0,7500000.0,,unary
134,scalar_vector_only,pinn.forward_surrogate.hard_ansatz,vector,4x_fp32_vector_sub,sub,"(3000, 1)","(4,)",4,7500000,1.0,7500000.0,11250000.0,11250000.0,,elementwise
135,scalar_vector_only,pinn.forward_surrogate.hard_ansatz,vector,4x_fp32_vector_multiply,multiply,"(3000, 1)","(4,)",4,7500000,1.0,7500000.0,11250000.0,11250000.0,,elementwise
136,scalar_vector_only,pinn.forward_surrogate.hard_ansatz,vector,4x_fp32_vector_multiply,multiply,"(3000, 1)","(4,)",4,7500000,1.0,7500000.0,11250000.0,11250000.0,,elementwise
137,scalar_vector_only,pinn.forward_surrogate.hard_ansatz,vector,4x_fp32_vector_multiply,multiply,"(3000, 1)","(4,)",4,7500000,1.0,7500000.0,11250000.0,11250000.0,,elementwise
138,scalar_vector_only,pinn.forward_surrogate.hard_ansatz,vector,4x_fp32_vector_multiply,multiply,"(3000, 1)","(4,)",4,7500000,1.0,7500000.0,11250000.0,11250000.0,,elementwise
139,scalar_vector_only,pinn.forward_surrogate.hard_ansatz,vector,4x_fp32_vector_add,add,"(3000, 1)","(4,)",4,7500000,1.0,7500000.0,11250000.0,11250000.0,,elementwise
140,scalar_vector_only,pinn.forward_surrogate.residual_potential.radius.newton_0,vector,4x_fp32_vector_div,div,"(3000,)","(4,)",4,7500000,8.0,60000000.0,11250000.0,60000000.0,,elementwise
141,scalar_vector_only,pinn.forward_surrogate.residual_potential.radius.newton_0,vector,4x_fp32_vector_sub,sub,"(3000,)","(4,)",4,7500000,1.0,7500000.0,11250000.0,11250000.0,,elementwise
142,scalar_vector_only,pinn.forward_surrogate.residual_potential.radius.newton_0,vector,4x_fp32_vector_log,log,"(3000,)","(4,)",4,7500000,1.0,7500000.0,7500000.0,7500000.0,,unary
143,scalar_vector_only,pinn.forward_surrogate.residual_potential.radius.newton_0,vector,4x_fp32_vector_multiply,multiply,"(3000,)","(4,)",4,7500000,1.0,7500000.0,11250000.0,11250000.0,,elementwise
144,scalar_vector_only,pinn.forward_surrogate.residual_potential.radius.newton_0,vector,4x_fp32_vector_add,add,"(3000,)","(4,)",4,7500000,1.0,7500000.0,11250000.0,11250000.0,,elementwise
145,scalar_vector_only,pinn.forward_surrogate.residual_potential.radius.newton_0,vector,4x_fp32_vector_sub,sub,"(3000,)","(4,)",4,7500000,1.0,7500000.0,11250000.0,11250000.0,,elementwise
146,scalar_vector_only,pinn.forward_surrogate.residual_potential.radius.newton_0,vector,4x_fp32_vector_div,div,"(3000,)","(4,)",4,7500000,8.0,60000000.0,11250000.0,60000000.0,,elementwise
147,scalar_vector_only,pinn.forward_surrogate.residual_potential.radius.newton_0,vector,4x_fp32_vector_sub,sub,"(3000,)","(4,)",4,7500000,1.0,7500000.0,11250000.0,11250000.0,,elementwise
148,scalar_vector_only,pinn.forward_surrogate.residual_potential.radius.newton_0,vector,4x_fp32_vector_multiply,multiply,"(3000,)","(4,)",4,7500000,1.0,7500000.0,11250000.0,11250000.0,,elementwise
149,scalar_vector_only,pinn.forward_surrogate.residual_potential.radius.newton_0,vector,4x_fp32_vector_sub,sub,"(3000,)","(4,)",4,7500000,1.0,7500000.0,11250000.0,11250000.0,,elementwise
150,scalar_vector_only,pinn.forward_surrogate.residual_potential.radius.newton_1,vector,4x_fp32_vector_div,div,"(3000,)","(4,)",4,7500000,8.0,60000000.0,11250000.0,60000000.0,,elementwise
151,scalar_vector_only,pinn.forward_surrogate.residual_potential.radius.newton_1,vector,4x_fp32_vector_sub,sub,"(3000,)","(4,)",4,7500000,1.0,7500000.0,11250000.0,11250000.0,,elementwise
152,scalar_vector_only,pinn.forward_surrogate.residual_potential.radius.newton_1,vector,4x_fp32_vector_log,log,"(3000,)","(4,)",4,7500000,1.0,7500000.0,7500000.0,7500000.0,,unary
153,scalar_vector_only,pinn.forward_surrogate.residual_potential.radius.newton_1,vector,4x_fp32_vector_multiply,multiply,"(3000,)","(4,)",4,7500000,1.0,7500000.0,11250000.0,11250000.0,,elementwise
154,scalar_vector_only,pinn.forward_surrogate.residual_potential.radius.newton_1,vector,4x_fp32_vector_add,add,"(3000,)","(4,)",4,7500000,1.0,7500000.0,11250000.0,11250000.0,,elementwise
155,scalar_vector_only,pinn.forward_surrogate.residual_potential.radius.newton_1,vector,4x_fp32_vector_sub,sub,"(3000,)","(4,)",4,7500000,1.0,7500000.0,11250000.0,11250000.0,,elementwise
156,scalar_vector_only,pinn.forward_surrogate.residual_potential.radius.newton_1,vector,4x_fp32_vector_div,div,"(3000,)","(4,)",4,7500000,8.0,60000000.0,11250000.0,60000000.0,,elementwise
157,scalar_vector_only,pinn.forward_surrogate.residual_potential.radius.newton_1,vector,4x_fp32_vector_sub,sub,"(3000,)","(4,)",4,7500000,1.0,7500000.0,11250000.0,11250000.0,,elementwise
158,scalar_vector_only,pinn.forward_surrogate.residual_potential.radius.newton_1,vector,4x_fp32_vector_multiply,multiply,"(3000,)","(4,)",4,7500000,1.0,7500000.0,11250000.0,11250000.0,,elementwise
159,scalar_vector_only,pinn.forward_surrogate.residual_potential.radius.newton_1,vector,4x_fp32_vector_sub,sub,"(3000,)","(4,)",4,7500000,1.0,7500000.0,11250000.0,11250000.0,,elementwise
160,scalar_vector_only,pinn.forward_surrogate.residual_potential.radius.newton_2,vector,4x_fp32_vector_div,div,"(3000,)","(4,)",4,7500000,8.0,60000000.0,11250000.0,60000000.0,,elementwise
